Directory Name,Directory Path,Status
yunyang1994_tensorflow-yolov3,/home/saurabh/method-energy-dataset/projects/yunyang1994_tensorflow-yolov3,Pending
tensorflow_gnn,/home/saurabh/method-energy-dataset/projects/tensorflow_gnn,Pending
saafke_edsr_tensorflow,/home/saurabh/method-energy-dataset/projects/saafke_edsr_tensorflow,Pending
daviddao_spatial-transformer-tensorflow,/home/saurabh/method-energy-dataset/projects/daviddao_spatial-transformer-tensorflow,uses_tf1
tensorflow_graphics,/home/saurabh/method-energy-dataset/projects/tensorflow_graphics,Pending
tensorflow_compression,/home/saurabh/method-energy-dataset/projects/tensorflow_compression,Pending
kwotsin_tensorflow-xception,/home/saurabh/method-energy-dataset/projects/kwotsin_tensorflow-xception,Pending
himanshurawlani_keras-and-tensorflow-serving,/home/saurabh/method-energy-dataset/projects/himanshurawlani_keras-and-tensorflow-serving,no
tensorflow_models,/home/saurabh/method-energy-dataset/projects/tensorflow_models,Pending
z-yq_tensorflowasr,/home/saurabh/method-energy-dataset/projects/z-yq_tensorflowasr,Pending
tensorflow_privacy,/home/saurabh/method-energy-dataset/projects/tensorflow_privacy,Pending
lynnho_eigengan-tensorflow,/home/saurabh/method-energy-dataset/projects/lynnho_eigengan-tensorflow,Pending
byronnar_tensorflow-serving-yolov3,/home/saurabh/method-energy-dataset/projects/byronnar_tensorflow-serving-yolov3,uses_tf1
yzhou359_visemenet_tensorflow,/home/saurabh/method-energy-dataset/projects/yzhou359_visemenet_tensorflow,Pending
tensorflow_mesh,/home/saurabh/method-energy-dataset/projects/tensorflow_mesh,Pending
easy-tensorflow_easy-tensorflow,/home/saurabh/method-energy-dataset/projects/easy-tensorflow_easy-tensorflow,can
edjeelectronics_tensorflow-object-detection-api-tutorial-train-multiple-objects-windows-10,/home/saurabh/method-energy-dataset/projects/edjeelectronics_tensorflow-object-detection-api-tutorial-train-multiple-objects-windows-10,uses_tf1
dbeker_faster-rcnn-tensorflow-python3,/home/saurabh/method-energy-dataset/projects/dbeker_faster-rcnn-tensorflow-python3,uses_tf1
yeyupiaoling_voiceprintrecognition-tensorflow,/home/saurabh/method-energy-dataset/projects/yeyupiaoling_voiceprintrecognition-tensorflow,Pending
stick-to_centernet-tensorflow,/home/saurabh/method-energy-dataset/projects/stick-to_centernet-tensorflow,Pending
ahmetozlu_tensorflow_object_counting_api,/home/saurabh/method-energy-dataset/projects/ahmetozlu_tensorflow_object_counting_api,uses_tf1
bmw-innovationlab_bmw-tensorflow-inference-api-gpu,/home/saurabh/method-energy-dataset/projects/bmw-innovationlab_bmw-tensorflow-inference-api-gpu,Pending
google-research_tensorflow_constrained_optimization,/home/saurabh/method-energy-dataset/projects/google-research_tensorflow_constrained_optimization,no
lynnho_cyclegan-tensorflow-2,/home/saurabh/method-energy-dataset/projects/lynnho_cyclegan-tensorflow-2,Pending
packtpublishing_deep-learning-with-tensorflow,/home/saurabh/method-energy-dataset/projects/packtpublishing_deep-learning-with-tensorflow,Pending
marload_deeprl-tensorflow2,/home/saurabh/method-energy-dataset/projects/marload_deeprl-tensorflow2,Pending
onnx_onnx-tensorflow,/home/saurabh/method-energy-dataset/projects/onnx_onnx-tensorflow,Pending
xggiou_centernet_tensorflow_wilderface_voc,/home/saurabh/method-energy-dataset/projects/xggiou_centernet_tensorflow_wilderface_voc,Pending
tensorflow_decision-forests,/home/saurabh/method-energy-dataset/projects/tensorflow_decision-forests,Pending
sushant097_handwritten-line-text-recognition-using-deep-learning-with-tensorflow,/home/saurabh/method-energy-dataset/projects/sushant097_handwritten-line-text-recognition-using-deep-learning-with-tensorflow,Pending
xiao9616_yolo4_tensorflow2,/home/saurabh/method-energy-dataset/projects/xiao9616_yolo4_tensorflow2,Pending
spotify_spotify-tensorflow,/home/saurabh/method-energy-dataset/projects/spotify_spotify-tensorflow,Pending
drsleep_tensorflow-deeplab-lfov,/home/saurabh/method-energy-dataset/projects/drsleep_tensorflow-deeplab-lfov,uses_tf1
packtpublishing_tensorflow-machine-learning-cookbook,/home/saurabh/method-energy-dataset/projects/packtpublishing_tensorflow-machine-learning-cookbook,Pending
divamgupta_stable-diffusion-tensorflow,/home/saurabh/method-energy-dataset/projects/divamgupta_stable-diffusion-tensorflow,can
tensorflow_lattice,/home/saurabh/method-energy-dataset/projects/tensorflow_lattice,Pending
maybeshewill-cv_bisenetv2-tensorflow,/home/saurabh/method-energy-dataset/projects/maybeshewill-cv_bisenetv2-tensorflow,Pending
yenchenlin_pix2pix-tensorflow,/home/saurabh/method-energy-dataset/projects/yenchenlin_pix2pix-tensorflow,Pending
mnicnc404_cartoongan-tensorflow,/home/saurabh/method-energy-dataset/projects/mnicnc404_cartoongan-tensorflow,Pending
google_tensorflow-recorder,/home/saurabh/method-energy-dataset/projects/google_tensorflow-recorder,no
akanyaani_gpt-2-tensorflow2.0,/home/saurabh/method-energy-dataset/projects/akanyaani_gpt-2-tensorflow2.0,replicated
aws_sagemaker-tensorflow-training-toolkit,/home/saurabh/method-energy-dataset/projects/aws_sagemaker-tensorflow-training-toolkit,no
tensorflow_datasets,/home/saurabh/method-energy-dataset/projects/tensorflow_datasets,Pending
pudae_tensorflow-densenet,/home/saurabh/method-energy-dataset/projects/pudae_tensorflow-densenet,Pending
tensorflow_gan,/home/saurabh/method-energy-dataset/projects/tensorflow_gan,Pending
googlecloudplatform_tensorflow-object-detection-example,/home/saurabh/method-energy-dataset/projects/googlecloudplatform_tensorflow-object-detection-example,no
tensorflow_skflow,/home/saurabh/method-energy-dataset/projects/tensorflow_skflow,Pending
vladkryvoruchko_pspnet-keras-tensorflow,/home/saurabh/method-energy-dataset/projects/vladkryvoruchko_pspnet-keras-tensorflow,Pending
tensorflow_ranking,/home/saurabh/method-energy-dataset/projects/tensorflow_ranking,Pending
martinsbruveris_tensorflow-image-models,/home/saurabh/method-energy-dataset/projects/martinsbruveris_tensorflow-image-models,Pending
tensorflow_model-optimization,/home/saurabh/method-energy-dataset/projects/tensorflow_model-optimization,Pending
calmisential_tensorflow2.0_resnet,/home/saurabh/method-energy-dataset/projects/calmisential_tensorflow2.0_resnet,can
zhangqianhui_progressive_growing_of_gans_tensorflow,/home/saurabh/method-energy-dataset/projects/zhangqianhui_progressive_growing_of_gans_tensorflow,Pending
leimao_frozen-graph-tensorflow,/home/saurabh/method-energy-dataset/projects/leimao_frozen-graph-tensorflow,Pending
tensorflow_estimator,/home/saurabh/method-energy-dataset/projects/tensorflow_estimator,Pending
ckmarkoh_neuralart_tensorflow,/home/saurabh/method-energy-dataset/projects/ckmarkoh_neuralart_tensorflow,uses_tf1
taki0112_tensorflow-cookbook,/home/saurabh/method-energy-dataset/projects/taki0112_tensorflow-cookbook,Pending
clovaai_stargan-v2-tensorflow,/home/saurabh/method-energy-dataset/projects/clovaai_stargan-v2-tensorflow,can
tensorflow_data-validation,/home/saurabh/method-energy-dataset/projects/tensorflow_data-validation,Pending
taki0112_stargan_v2-tensorflow,/home/saurabh/method-energy-dataset/projects/taki0112_stargan_v2-tensorflow,Pending
ibm_tensorflow-hangul-recognition,/home/saurabh/method-energy-dataset/projects/ibm_tensorflow-hangul-recognition,Pending
tensorflow_quantum,/home/saurabh/method-energy-dataset/projects/tensorflow_quantum,Pending
rishizek_tensorflow-deeplab-v3-plus,/home/saurabh/method-energy-dataset/projects/rishizek_tensorflow-deeplab-v3-plus,Pending
bmw-innovationlab_bmw-tensorflow-training-gui,/home/saurabh/method-energy-dataset/projects/bmw-innovationlab_bmw-tensorflow-training-gui,uses_tf1
janmarcelkezmann_tensorflow-advanced-segmentation-models,/home/saurabh/method-energy-dataset/projects/janmarcelkezmann_tensorflow-advanced-segmentation-models,Pending
tensorflow_tfx,/home/saurabh/method-energy-dataset/projects/tensorflow_tfx,Pending
tensorflow_kfac,/home/saurabh/method-energy-dataset/projects/tensorflow_kfac,Pending
packtpublishing_hands-on-neural-networks-with-tensorflow-2.0,/home/saurabh/method-energy-dataset/projects/packtpublishing_hands-on-neural-networks-with-tensorflow-2.0,Pending
hunglc007_tensorflow-yolov4-tflite,/home/saurabh/method-energy-dataset/projects/hunglc007_tensorflow-yolov4-tflite,Pending
taki0112_stylegan-tensorflow,/home/saurabh/method-energy-dataset/projects/taki0112_stylegan-tensorflow,Pending
tensorflow_transform,/home/saurabh/method-energy-dataset/projects/tensorflow_transform,Pending
mystic123_tensorflow-yolo-v3,/home/saurabh/method-energy-dataset/projects/mystic123_tensorflow-yolo-v3,Pending
pinto0309_openvino2tensorflow,/home/saurabh/method-energy-dataset/projects/pinto0309_openvino2tensorflow,Pending
aws_sagemaker-tensorflow-serving-container,/home/saurabh/method-energy-dataset/projects/aws_sagemaker-tensorflow-serving-container,no
lyhue1991_eat_tensorflow2_in_30_days,/home/saurabh/method-energy-dataset/projects/lyhue1991_eat_tensorflow2_in_30_days,Pending
tensorflow_model-card-toolkit,/home/saurabh/method-energy-dataset/projects/tensorflow_model-card-toolkit,Pending
taki0112_tensorflow2-cookbook,/home/saurabh/method-energy-dataset/projects/taki0112_tensorflow2-cookbook,Pending
tobegit3hub_tensorflow_template_application,/home/saurabh/method-energy-dataset/projects/tobegit3hub_tensorflow_template_application,Pending
ahmetozlu_vehicle_counting_tensorflow,/home/saurabh/method-energy-dataset/projects/ahmetozlu_vehicle_counting_tensorflow,uses_tf1
tobegit3hub_tensorflow_examples,/home/saurabh/method-energy-dataset/projects/tobegit3hub_tensorflow_examples,Pending
tensorspeech_tensorflowtts,/home/saurabh/method-energy-dataset/projects/tensorspeech_tensorflowtts,Pending
cagbal_ros_people_object_detection_tensorflow,/home/saurabh/method-energy-dataset/projects/cagbal_ros_people_object_detection_tensorflow,uses_tf1
tensorflow_recommenders-addons,/home/saurabh/method-energy-dataset/projects/tensorflow_recommenders-addons,Pending
tensorflow_addons,/home/saurabh/method-energy-dataset/projects/tensorflow_addons,Pending
pannous_tensorflow-speech-recognition,/home/saurabh/method-energy-dataset/projects/pannous_tensorflow-speech-recognition,Pending
maybeshewill-cv_crnn_tensorflow,/home/saurabh/method-energy-dataset/projects/maybeshewill-cv_crnn_tensorflow,Pending
tensorflow_cloud,/home/saurabh/method-energy-dataset/projects/tensorflow_cloud,Pending
tensorflow_tensor2tensor,/home/saurabh/method-energy-dataset/projects/tensorflow_tensor2tensor,Pending
tensorflow_federated,/home/saurabh/method-energy-dataset/projects/tensorflow_federated,Pending
tensorflow_lingvo,/home/saurabh/method-energy-dataset/projects/tensorflow_lingvo,Pending
lynnho_attgan-tensorflow,/home/saurabh/method-energy-dataset/projects/lynnho_attgan-tensorflow,Pending
tensorflow_moonlight,/home/saurabh/method-energy-dataset/projects/tensorflow_moonlight,Pending
google-research_tensorflow-coder,/home/saurabh/method-energy-dataset/projects/google-research_tensorflow-coder,no
paulpauls_tensorflow-neuroevolution,/home/saurabh/method-energy-dataset/projects/paulpauls_tensorflow-neuroevolution,Pending
thunlp_tensorflow-transx,/home/saurabh/method-energy-dataset/projects/thunlp_tensorflow-transx,Pending
tensorflow_model-analysis,/home/saurabh/method-energy-dataset/projects/tensorflow_model-analysis,Pending
bmw-innovationlab_bmw-tensorflow-inference-api-cpu,/home/saurabh/method-energy-dataset/projects/bmw-innovationlab_bmw-tensorflow-inference-api-cpu,uses_tf1
astorfi_tensorflow-world,/home/saurabh/method-energy-dataset/projects/astorfi_tensorflow-world,can
kentsommer_tensorflow-posenet,/home/saurabh/method-energy-dataset/projects/kentsommer_tensorflow-posenet,Pending
getnamo_tensorflow-ue4-examples,/home/saurabh/method-energy-dataset/projects/getnamo_tensorflow-ue4-examples,uses_tf1
tensorflow_agents,/home/saurabh/method-energy-dataset/projects/tensorflow_agents,Pending
detectionteamucas_r2cnn_faster-rcnn_tensorflow,/home/saurabh/method-energy-dataset/projects/detectionteamucas_r2cnn_faster-rcnn_tensorflow,uses_tf1
kwotsin_tensorflow-enet,/home/saurabh/method-energy-dataset/projects/kwotsin_tensorflow-enet,Pending
zhengyang-wang_deeplab-v2--resnet-101--tensorflow,/home/saurabh/method-energy-dataset/projects/zhengyang-wang_deeplab-v2--resnet-101--tensorflow,Pending
calmisential_basic_cnns_tensorflow2,/home/saurabh/method-energy-dataset/projects/calmisential_basic_cnns_tensorflow2,can
mingtaoguo_dcgan_wgan_wgan-gp_lsgan_sngan_rsgan_began_acgan_pggan_tensorflow,/home/saurabh/method-energy-dataset/projects/mingtaoguo_dcgan_wgan_wgan-gp_lsgan_sngan_rsgan_began_acgan_pggan_tensorflow,Pending
vahidk_tensorflowframework,/home/saurabh/method-energy-dataset/projects/vahidk_tensorflowframework,Pending
tensorflow_neural-structured-learning,/home/saurabh/method-energy-dataset/projects/tensorflow_neural-structured-learning,Pending
yeephycho_tensorflow-face-detection,/home/saurabh/method-energy-dataset/projects/yeephycho_tensorflow-face-detection,Pending
sullychen_autopilot-tensorflow,/home/saurabh/method-energy-dataset/projects/sullychen_autopilot-tensorflow,Pending
wizyoung_yolov3_tensorflow,/home/saurabh/method-energy-dataset/projects/wizyoung_yolov3_tensorflow,Pending
manicman1999_stylegan2-tensorflow-2.0,/home/saurabh/method-energy-dataset/projects/manicman1999_stylegan2-tensorflow-2.0,Pending
zhengyang-wang_3d-unet--tensorflow,/home/saurabh/method-energy-dataset/projects/zhengyang-wang_3d-unet--tensorflow,Pending
thinklab-sjtu_r3det_tensorflow,/home/saurabh/method-energy-dataset/projects/thinklab-sjtu_r3det_tensorflow,Pending
drsleep_tensorflow-deeplab-resnet,/home/saurabh/method-energy-dataset/projects/drsleep_tensorflow-deeplab-resnet,uses_tf1
rafiqhasan_auto-tensorflow,/home/saurabh/method-energy-dataset/projects/rafiqhasan_auto-tensorflow,Pending
philipperemy_tensorflow-class-activation-mapping,/home/saurabh/method-energy-dataset/projects/philipperemy_tensorflow-class-activation-mapping,Pending
getnamo_tensorflow-unreal-examples,/home/saurabh/method-energy-dataset/projects/getnamo_tensorflow-unreal-examples,uses_tf1
tensorflow_recommenders,/home/saurabh/method-energy-dataset/projects/tensorflow_recommenders,Pending
stick-to_object-detection-api-tensorflow,/home/saurabh/method-energy-dataset/projects/stick-to_object-detection-api-tensorflow,Pending
detectionteamucas_retinanet_tensorflow_rotation,/home/saurabh/method-energy-dataset/projects/detectionteamucas_retinanet_tensorflow_rotation,uses_tf1
dgurkaynak_tensorflow-cnn-finetune,/home/saurabh/method-energy-dataset/projects/dgurkaynak_tensorflow-cnn-finetune,uses_tf1
morvanzhou_reinforcement-learning-with-tensorflow,/home/saurabh/method-energy-dataset/projects/morvanzhou_reinforcement-learning-with-tensorflow,Pending
tensorspeech_tensorflowasr,/home/saurabh/method-energy-dataset/projects/tensorspeech_tensorflowasr,Pending
instillai_tensorflow-course,/home/saurabh/method-energy-dataset/projects/instillai_tensorflow-course,Pending
jason9693_musictransformer-tensorflow2.0,/home/saurabh/method-energy-dataset/projects/jason9693_musictransformer-tensorflow2.0,Pending
georgesung_ssd_tensorflow_traffic_sign_detection,/home/saurabh/method-energy-dataset/projects/georgesung_ssd_tensorflow_traffic_sign_detection,uses_tf1
tensorflow_graphics_patched,/home/saurabh/method-energy-dataset/projects/tensorflow_graphics_patched,Pending
lynnho_dcgan-lsgan-wgan-gp-dragan-tensorflow-2,/home/saurabh/method-energy-dataset/projects/lynnho_dcgan-lsgan-wgan-gp-dragan-tensorflow-2,Pending
drewnf_tensorflow_object_tracking_video,/home/saurabh/method-energy-dataset/projects/drewnf_tensorflow_object_tracking_video,uses_tf1
googlecloudplatform_tensorflow-recommendation-wals,/home/saurabh/method-energy-dataset/projects/googlecloudplatform_tensorflow-recommendation-wals,no
tensorflow_benchmarks,/home/saurabh/method-energy-dataset/projects/tensorflow_benchmarks,Pending
morvanzhou_tensorflow-tutorial,/home/saurabh/method-energy-dataset/projects/morvanzhou_tensorflow-tutorial,Pending
amir-abdi_keras_to_tensorflow,/home/saurabh/method-energy-dataset/projects/amir-abdi_keras_to_tensorflow,uses_tf1
yahoo_tensorflowonspark,/home/saurabh/method-energy-dataset/projects/yahoo_tensorflowonspark,Pending
morvanzhou_tensorflow2-tutorial,/home/saurabh/method-energy-dataset/projects/morvanzhou_tensorflow2-tutorial,Pending
detectionteamucas_r2cnn-plus-plus_tensorflow,/home/saurabh/method-energy-dataset/projects/detectionteamucas_r2cnn-plus-plus_tensorflow,uses_tf1
bilylee_siamfc-tensorflow,/home/saurabh/method-energy-dataset/projects/bilylee_siamfc-tensorflow,uses_tf1
tensorflow_similarity,/home/saurabh/method-energy-dataset/projects/tensorflow_similarity,Pending
tensorflow_hub,/home/saurabh/method-energy-dataset/projects/tensorflow_hub,Pending
pinto0309_tflite2tensorflow,/home/saurabh/method-energy-dataset/projects/pinto0309_tflite2tensorflow,Pending
carlthome_tensorflow-convlstm-cell,/home/saurabh/method-energy-dataset/projects/carlthome_tensorflow-convlstm-cell,can
thinklab-sjtu_csl_retinanet_tensorflow,/home/saurabh/method-energy-dataset/projects/thinklab-sjtu_csl_retinanet_tensorflow,Pending
vanhuyz_cyclegan-tensorflow,/home/saurabh/method-energy-dataset/projects/vanhuyz_cyclegan-tensorflow,Pending
philipperemy_tensorflow-ctc-speech-recognition,/home/saurabh/method-energy-dataset/projects/philipperemy_tensorflow-ctc-speech-recognition,Pending
edjeelectronics_tensorflow-object-detection-on-the-raspberry-pi,/home/saurabh/method-energy-dataset/projects/edjeelectronics_tensorflow-object-detection-on-the-raspberry-pi,uses_tf1
